Displacement,Force
0.000504777,162.018
0.00100045,161.759
0.00150817,161.521
0.00200277,161.278
0.00251037,161.07
0.00300488,313.167
0.00351237,470.491
0.00400685,474.736
0.00450133,478.389
0.00500883,480.666
0.00550331,480.816
0.00601081,616.777
0.0065053,788.165
0.0070128,791.157
0.00750729,796.715
0.00800178,800.774
0.00850928,802.747
0.00900378,894.853
0.00951128,1115.2
0.0100058,1115.35
0.0105003,1116.87
0.0110078,1119.55
0.0115023,1121.53
0.0120098,1194.56
0.0125042,1449.78
0.0130117,1434.46
0.0135062,1435.89
0.0140007,1438.41
0.0145082,1441.02
0.0150027,1484.79
0.0155102,1780.38
0.0160046,1752.81
0.0165121,1757.86
0.0170066,1758.12
0.0175011,1759.34
0.0180086,1790.05
0.018503,2107.94
0.0190105,2066.91
0.019505,2075.75
0.0200125,2072.22
0.0205069,2072.8
0.0210014,2091.38
0.0215089,2416.11
0.0220034,2375.53
0.0225109,2388.41
0.0230053,2382.48
0.0234998,2386.23
0.0240073,2401.62
0.0245018,2704.84
0.0250092,2689.67
0.0255037,2699.72
0.0260112,2695.67
0.0265057,2702.37
0.0270001,2713.93
0.0275076,2983.53
0.0280021,3008.74
0.0285096,3010.39
0.0290041,3010.52
0.0295115,3016.77
0.030006,3026.94
0.0305005,3239.39
0.031008,3324.81
0.0315025,3318.75
0.0320099,3322.98
0.0325044,3328.56
0.0330119,3340.12
0.0335053,3498.81
0.0340106,3642.34
0.0345028,3629.49
0.0350073,3636.88
0.0355117,3640.07
0.0360029,3651.77
0.036507,3757.2
0.0370111,3953.4
0.0375019,3933.92
0.038005,3947.18
0.0385078,3942.8
0.0390103,3957.13
0.0395127,4021.65
0.0400022,4249.94
0.0405046,4239.52
0.0410065,4252.48
0.0415082,4247.65
0.0420098,4264.63
0.0425111,4301.72
0.0430124,4534.01
0.0435009,4554.43
0.0440019,4551.0
0.0445024,4557.88
0.0450026,4569.42
0.0455025,4593.34
0.0460023,4785.65
0.0465022,4862.21
0.0470017,4848.68
0.0475001,4866.14
0.0480113,4874.15
0.0485096,4895.02
0.0490079,5035.03
0.0495061,5166.75
0.0500043,5157.74
0.0505018,5175.23
0.0510118,5176.4
0.0515089,5199.71
0.0520061,5283.82
0.0525033,5460.42
0.0530002,5466.38
0.0535089,5472.31
0.0540044,5478.3
0.0544995,5498.76
0.0550065,5547.66
0.0555006,5735.21
0.0560068,5770.59
0.0565117,5764.89
0.0570036,5785.33
0.0575075,5797.96
0.0580097,5828.34
0.0585117,5990.71
0.0590008,6065.64
0.0595007,6061.13
0.0600003,6083.83
0.060511,6084.82
0.0610071,6108.43
0.0615022,6216.17
0.062007,6341.46
0.0625106,6349.62
0.0630026,6356.24
0.0635061,6357.91
0.0640076,6376.25
0.0645085,6439.94
0.0650082,6596.08
0.0655059,6625.74
0.0660023,6616.37
0.0665098,6630.19
0.0670044,6637.26
0.0675105,6673.12
0.0680035,6818.27
0.0685063,6876.19
0.0690069,6869.08
0.0695072,6881.71
0.0700083,6876.84
0.0705095,6901.48
0.0710096,7008.19
0.0715076,7105.38
0.0720043,7111.91
0.0725108,7104.86
0.0730024,7104.27
0.0734996,7116.48
0.0740021,7172.63
0.0745027,7293.74
0.0750097,7319.96
0.0755073,7297.12
0.0760082,7298.36
0.0765042,7297.24
0.0770086,7326.48
0.0775003,7423.65
0.0780006,7480.17
0.0785085,7475.67
0.0790034,7460.01
0.0795051,7448.44
0.0800031,7453.38
0.0804994,7487.01
0.0810032,7482.91
0.0815024,7470.74
0.0820065,7465.06
0.0825068,7444.8
0.0830044,7423.93
0.0835049,7402.48
0.0840003,7405.48
0.0845006,7404.2
0.0850057,7371.89
0.0855023,7335.12
0.0860041,7270.27
0.0865006,7169.07
0.0870063,7047.51
0.0875014,6902.94
0.0880058,6794.78
0.0885055,6684.12
0.0890002,6704.61
0.0895024,6662.38
0.0900045,6580.62
0.0905034,6564.92
0.0910038,6538.69
0.0915043,6528.15
0.0920019,6530.06
0.0925014,6469.9
0.0930019,6434.75
0.0935014,6407.15
0.0940039,6423.09
0.0945052,6402.2
0.0950052,6392.54
0.0954998,6366.4
0.0960008,6368.03
0.0965028,6334.14
0.0970008,6316.37
0.0975043,6309.08
0.0980054,6313.76
0.0985029,6286.6
0.0990035,6258.61
0.0994998,6257.47
0.0999995,6244.63
