Displacement,Force
0.000504618,141.046
0.00100003,140.79
0.00150757,140.557
0.00200204,140.341
0.00250951,140.16
0.00300396,266.702
0.00351141,412.408
0.00400585,413.953
0.00450029,415.767
0.00500773,417.63
0.00550217,417.934
0.00600962,529.298
0.00650406,691.689
0.00701151,687.876
0.00750594,690.958
0.00800038,695.694
0.00850783,698.302
0.00900227,772.166
0.00950972,977.818
0.0100042,968.057
0.0105116,969.782
0.011006,973.747
0.0115005,977.139
0.0120079,1034.33
0.0125024,1268.73
0.0130098,1243.43
0.0135043,1247.99
0.0140117,1250.14
0.0145061,1255.76
0.0150006,1290.25
0.015508,1552.44
0.0160025,1517.92
0.0165099,1527.94
0.0170043,1527.23
0.0175118,1534.26
0.0180062,1558.41
0.0185007,1829.33
0.0190081,1792.19
0.0195026,1806.79
0.02001,1799.82
0.0205044,1808.82
0.0210119,1826.5
0.0215063,2090.38
0.0220008,2067.21
0.0225082,2079.42
0.0230027,2068.04
0.0235101,2081.36
0.0240045,2094.04
0.024512,2339.78
0.0250064,2347.29
0.0255009,2347.28
0.0260083,2337.8
0.0265027,2353.63
0.0270102,2367.08
0.0275046,2575.27
0.0280121,2628.36
0.0285065,2611.75
0.029001,2609.95
0.0295084,2622.4
0.0300029,2640.19
0.0305104,2806.08
0.0310049,2899.0
0.0315123,2874.36
0.0320067,2883.58
0.0325,2888.88
0.0330063,2916.57
0.0335117,3032.97
0.0340039,3165.4
0.0345083,3147.35
0.0350123,3158.33
0.0355033,3156.13
0.0360072,3188.18
0.0365109,3258.29
0.0370017,3425.93
0.0375054,3420.57
0.0380091,3424.41
0.0385125,3417.2
0.0390029,3447.99
0.0395062,3490.55
0.0400089,3678.03
0.0405116,3693.4
0.0410007,3682.25
0.0415027,3681.96
0.0420047,3707.79
0.0425066,3745.1
0.0430083,3917.89
0.0435095,3965.06
0.0440094,3941.17
0.044509,3951.06
0.0450085,3966.76
0.0455076,4009.85
0.0460063,4138.3
0.0465045,4223.34
0.047001,4207.09
0.0475099,4217.65
0.0480061,4228.09
0.0485003,4272.65
0.049007,4355.68
0.049501,4474.82
0.050006,4481.95
0.0505098,4480.87
0.0510009,4488.94
0.0515029,4527.06
0.0520034,4581.82
0.0525036,4721.67
0.0530023,4753.04
0.0534998,4734.78
0.0540095,4748.65
0.0545058,4775.15
0.0550002,4824.67
0.0555068,4954.08
0.0560009,5005.66
0.0565045,4988.03
0.057008,5001.83
0.0575114,5020.56
0.0579997,5067.43
0.0585001,5159.8
0.0590002,5239.24
0.0595102,5247.34
0.0600081,5249.7
0.060506,5262.89
0.0610012,5297.59
0.0615076,5361.49
0.0620014,5461.96
0.0625052,5494.49
0.0630082,5479.29
0.0635104,5495.06
0.0640113,5521.42
0.064511,5575.47
0.0650103,5681.13
0.0655079,5724.41
0.0660038,5709.6
0.0665108,5719.95
0.0670042,5737.86
0.0675076,5781.99
0.0680099,5866.76
0.0685106,5923.42
0.0690088,5930.86
0.0695045,5923.62
0.070011,5936.17
0.0705051,5965.22
0.0710095,6025.85
0.0715013,6098.22
0.072003,6122.31
0.0725034,6099.7
0.0730025,6105.07
0.0735102,6126.44
0.0740049,6171.0
0.0745106,6245.6
0.0750044,6278.08
0.0755088,6267.12
0.0760014,6259.35
0.0765032,6269.79
0.0770013,6300.84
0.0775065,6357.08
0.0780095,6399.97
0.0785091,6408.38
0.079007,6386.13
0.0795036,6378.77
0.0800095,6382.54
0.0805005,6393.05
0.0810085,6393.27
0.0815037,6387.24
0.082006,6380.84
0.0825063,6359.82
0.0830066,6335.23
0.0835049,6322.94
0.0840039,6309.91
0.0845008,6289.32
0.0850041,6261.1
0.0855004,6214.7
0.0860032,6154.81
0.0864998,6098.36
0.0870071,6022.55
0.0875005,5959.75
0.088006,5929.94
0.0885064,5892.58
0.0890021,5883.09
0.0895046,5851.72
0.0900016,5811.71
0.0905017,5783.17
0.0910029,5785.29
0.0915055,5781.29
0.0920052,5749.86
0.0925053,5756.01
0.0930017,5728.42
0.0935039,5719.18
0.0940057,5700.79
0.0945037,5684.8
0.0950054,5689.84
0.0955054,5683.07
0.0960055,5673.75
0.0965056,5647.12
0.0970011,5625.69
0.0975002,5614.01
0.0980032,5611.46
0.0985044,5615.58
0.0990033,5592.39
0.0994999,5582.61
0.0999997,5571.9
