Displacement,Force
0.000504453,45.2472
0.00101274,45.086
0.00150728,44.8769
0.00200176,44.6939
0.00250925,44.4976
0.00300373,76.8409
0.00351123,128.56
0.00400571,132.758
0.00450019,131.961
0.00500769,132.016
0.00550217,132.145
0.00600966,157.581
0.00650413,212.546
0.00701161,223.962
0.00750609,220.253
0.00800056,221.821
0.00850804,220.143
0.00900252,237.054
0.00951,294.027
0.0100045,315.49
0.010512,308.475
0.0110064,309.269
0.0115009,308.29
0.0120084,320.945
0.0125029,375.309
0.0130103,403.464
0.0135048,398.039
0.0140123,396.99
0.0145068,398.168
0.0150013,404.196
0.0155087,457.167
0.0160032,488.469
0.0165107,488.716
0.0170052,484.34
0.0175127,486.072
0.0180071,489.956
0.0185016,537.054
0.0190091,569.847
0.0195036,575.232
0.020011,571.731
0.0205055,571.77
0.021,577.263
0.0215073,616.555
0.0220016,647.004
0.0225091,660.854
0.0230033,660.543
0.023509,659.283
0.0240022,663.948
0.0245075,695.297
0.0250122,723.449
0.0255044,742.86
0.0260095,748.729
0.0265004,746.35
0.0270042,748.689
0.027508,772.996
0.0280108,797.814
0.0285003,821.468
0.0290022,834.347
0.0295042,831.825
0.0300048,831.853
0.0305059,847.615
0.0310064,870.068
0.0315052,896.248
0.0320045,910.079
0.0325037,914.768
0.0330019,913.545
0.0335001,923.093
0.0340089,944.306
0.0345049,968.643
0.0350116,983.786
0.0355042,995.331
0.0360086,996.434
0.0365003,1001.55
0.0370022,1019.24
0.0375028,1039.14
0.038003,1055.66
0.0385029,1072.65
0.039003,1078.79
0.0395022,1081.83
0.0400009,1094.78
0.0405117,1110.06
0.0410081,1128.21
0.0415019,1146.99
0.0420082,1157.6
0.0425116,1162.14
0.0430016,1171.62
0.0435042,1183.21
0.0440041,1201.32
0.0445032,1219.5
0.0450025,1233.96
0.0455108,1241.32
0.0460061,1249.34
0.0465018,1258.55
0.0470073,1273.51
0.0475104,1289.27
0.0480008,1306.66
0.048502,1318.19
0.0489997,1327.03
0.0495091,1336.17
0.050008,1347.65
0.0505012,1361.44
0.051006,1379.36
0.051501,1392.83
0.0520015,1403.34
0.0525018,1411.93
0.0530052,1421.48
0.0535021,1434.16
0.0540099,1449.58
0.0545091,1464.01
0.055007,1477.28
0.0555092,1487.33
0.0560023,1496.09
0.0565073,1507.46
0.0570009,1519.66
0.0575002,1533.11
0.058002,1546.81
0.0585005,1558.05
0.059007,1566.38
0.0595036,1575.39
0.0600087,1585.8
0.0605083,1596.99
0.061007,1608.15
0.0615028,1618.74
0.0620072,1626.38
0.0625102,1633.74
0.0630009,1641.9
0.0635006,1650.36
0.0640085,1659.29
0.0645034,1668.54
0.0650078,1676.02
0.0655002,1682.17
0.0660016,1687.87
0.0665016,1693.46
0.0669995,1699.35
0.0675066,1706.19
0.0680022,1712.48
0.0685074,1717.46
0.0690013,1721.63
0.0695048,1725.86
0.0700075,1728.96
0.0705097,1732.22
0.0710005,1737.43
0.071501,1742.13
0.0720009,1745.92
0.0725005,1747.8
0.0729995,1749.36
0.0735082,1751.47
0.0740056,1755.73
0.0745023,1761.07
0.0750087,1765.73
0.0755044,1768.01
0.0759993,1768.78
0.0765036,1770.1
0.077007,1774.23
0.0774995,1780.37
0.0780014,1784.78
0.0785022,1785.38
0.0790021,1785.08
0.0795014,1784.7
0.0800002,1786.13
0.0805086,1785.88
0.0810065,1783.26
0.0815041,1784.78
0.0820012,1784.93
0.082508,1783.14
0.0830044,1780.3
0.0835004,1778.2
0.0840061,1774.07
0.0845015,1768.83
0.0850065,1764.82
0.0855039,1759.6
0.0859995,1750.75
0.0865006,1753.98
0.0870019,1736.44
0.0875006,1724.04
0.0880003,1697.6
0.088501,1685.53
0.0890018,1653.93
0.089503,1638.23
0.0899994,1642.42
0.0905001,1632.44
0.0910052,1614.79
0.0915002,1623.8
0.0920013,1611.01
0.0924994,1610.23
0.0930027,1601.25
0.0935004,1608.38
0.0939993,1606.61
0.0945003,1607.51
0.0950015,1604.47
0.0955003,1611.15
0.0960033,1600.13
0.096502,1599.8
0.0970046,1598.67
0.0975051,1603.94
0.0980022,1594.27
0.0985034,1595.87
0.0989997,1594.08
0.0995015,1601.59
0.0999994,1591.49
