Displacement,Force
0.000504902,168.659
0.00100063,168.392
0.00150834,168.148
0.00200292,167.893
0.0025105,167.7
0.00300496,327.404
0.00351242,490.234
0.00400687,494.195
0.00450131,498.384
0.00500877,500.827
0.00550322,501.194
0.00601067,643.397
0.00650511,819.337
0.00701256,823.25
0.00750699,829.277
0.00800143,834.05
0.00850888,836.044
0.00900332,932.306
0.00951077,1157.75
0.0100052,1160.19
0.0105127,1162.13
0.0110071,1165.74
0.0115015,1168.11
0.012009,1244.99
0.0125034,1506.19
0.0130109,1493.84
0.0135053,1493.94
0.0140127,1496.21
0.0145072,1500.22
0.0150016,1546.67
0.0155091,1850.44
0.0160035,1825.87
0.016511,1827.53
0.0170054,1827.89
0.0175128,1831.89
0.0180073,1864.63
0.0185017,2194.18
0.0190092,2155.0
0.0195036,2160.15
0.0200111,2155.47
0.0205055,2159.36
0.0209999,2180.23
0.0215074,2518.52
0.0220018,2477.79
0.0225093,2486.71
0.0230037,2478.34
0.0235111,2485.95
0.0240056,2504.22
0.0245,2820.88
0.0250075,2804.91
0.0255019,2811.88
0.0260094,2803.26
0.0265038,2815.11
0.0270112,2830.67
0.0275057,3112.16
0.0280001,3136.84
0.0285076,3135.23
0.029002,3128.66
0.0295095,3141.77
0.0300039,3154.43
0.0305114,3387.33
0.0310059,3464.54
0.0315004,3455.19
0.0320079,3453.05
0.0325023,3466.21
0.0330098,3480.13
0.0335043,3648.84
0.0340118,3793.95
0.0345057,3779.52
0.0350123,3782.1
0.0355059,3791.23
0.0360124,3803.88
0.0365056,3916.1
0.0370116,4117.84
0.0375043,4098.85
0.0380099,4107.53
0.0385025,4103.78
0.0390079,4119.35
0.0395127,4192.14
0.0400043,4429.73
0.0405088,4419.31
0.0410002,4427.96
0.0415046,4417.35
0.0420089,4440.6
0.0425,4483.38
0.0430038,4725.19
0.0435075,4747.79
0.044011,4740.34
0.0445015,4738.88
0.0450049,4761.8
0.0455079,4792.5
0.0460106,4996.55
0.0465002,5069.96
0.0470019,5049.31
0.0475034,5061.09
0.0480043,5078.37
0.0485036,5103.3
0.0490034,5249.55
0.0495019,5384.12
0.0500114,5369.3
0.0505084,5383.18
0.0510039,5387.67
0.0515107,5417.83
0.0520043,5509.7
0.0525102,5686.85
0.0530021,5690.02
0.0535053,5692.34
0.0540086,5695.5
0.0545112,5725.72
0.0550124,5783.29
0.055501,5971.47
0.0560019,6008.84
0.0565001,5995.76
0.0570107,6011.32
0.0575096,6034.44
0.0580053,6075.2
0.0585009,6240.74
0.0590097,6319.71
0.0595027,6306.66
0.0600078,6326.78
0.0605005,6337.58
0.0610044,6375.6
0.0615074,6490.41
0.0620103,6610.55
0.062512,6620.16
0.0630119,6628.18
0.0635118,6635.44
0.0640117,6664.28
0.0645092,6735.21
0.0650065,6889.17
0.0655036,6924.49
0.0660099,6906.68
0.0665039,6917.59
0.0670092,6932.29
0.0675013,6981.29
0.0680052,7130.4
0.0685082,7190.1
0.0690082,7178.16
0.0695077,7190.3
0.0700063,7197.27
0.070504,7234.0
0.0710009,7339.46
0.0715082,7435.97
0.072001,7454.05
0.0725046,7442.52
0.0730077,7446.63
0.0735089,7467.12
0.0740085,7536.54
0.0745048,7653.06
0.0750054,7688.34
0.0755092,7664.2
0.0760102,7663.45
0.0765085,7666.53
0.0770055,7706.24
0.0775072,7805.76
0.0780083,7851.92
0.0785094,7847.22
0.0790109,7834.73
0.0795019,7823.46
0.0800091,7832.67
0.0805073,7866.1
0.0810015,7857.67
0.0815081,7844.1
0.0820028,7834.47
0.0825036,7812.13
0.0830098,7781.67
0.0835096,7764.49
0.0840028,7749.31
0.0845016,7724.22
0.0850005,7702.52
0.0855003,7655.6
0.0860079,7597.03
0.0865029,7510.64
0.0870023,7397.64
0.0875017,7277.59
0.0880028,7153.09
0.0885038,7088.97
0.0890029,6990.79
0.0895028,6983.78
0.0900061,6893.43
0.0905036,6895.34
0.0910049,6837.4
0.0915056,6777.75
0.0920029,6744.32
0.092504,6742.77
0.093004,6733.28
0.0935011,6733.86
0.0940011,6676.34
0.0945015,6651.12
0.0950015,6625.56
0.0955034,6624.81
0.0960028,6614.05
0.096502,6603.3
0.0970057,6594.16
0.0975049,6580.82
0.0980054,6537.96
0.0985043,6515.42
0.0990048,6503.43
0.0995011,6503.05
0.1,6514.42
