Displacement,Force
0.000504766,169.956
0.00100037,169.692
0.00150799,169.476
0.00200249,169.243
0.00250999,169.052
0.00300437,327.889
0.00351175,494.449
0.00400611,499.552
0.00450048,502.42
0.00500786,504.883
0.00550222,504.852
0.0060096,646.375
0.00650397,826.753
0.00701134,831.033
0.00750571,835.275
0.00800007,839.147
0.00850745,841.21
0.00900182,936.534
0.00950919,1167.27
0.0100036,1169.64
0.0105109,1170.27
0.0110053,1172.94
0.0115127,1175.52
0.012007,1250.73
0.0125014,1516.73
0.0130088,1505.91
0.0135032,1505.08
0.0140105,1506.11
0.0145049,1510.49
0.0150123,1564.76
0.0155066,1863.2
0.016001,1842.19
0.0165084,1842.2
0.0170027,1840.96
0.0175101,1844.84
0.0180045,1875.32
0.0185119,2208.0
0.0190062,2175.75
0.0195006,2177.9
0.020008,2171.46
0.0205023,2175.13
0.0210097,2196.81
0.0215041,2537.89
0.0220115,2502.86
0.0225058,2507.03
0.0230002,2498.58
0.0235076,2505.8
0.0240019,2520.47
0.0245093,2851.32
0.0250037,2830.61
0.0255111,2834.78
0.0260054,2827.38
0.0264998,2838.39
0.0270072,2849.88
0.0275015,3138.99
0.0280089,3156.62
0.0285033,3159.58
0.0290106,3155.83
0.029505,3166.92
0.0300123,3176.54
0.0305067,3413.59
0.031001,3481.22
0.0315083,3486.62
0.0320027,3484.02
0.03251,3492.38
0.0330043,3503.84
0.0335114,3682.58
0.0340041,3814.96
0.0345095,3818.79
0.0350014,3812.78
0.0355062,3818.07
0.0360105,3833.12
0.0365018,3944.02
0.037006,4149.96
0.0375101,4141.8
0.0380007,4138.17
0.0385041,4136.96
0.039007,4156.61
0.0395094,4222.62
0.0400119,4471.62
0.0405015,4456.57
0.0410036,4461.56
0.0415057,4456.05
0.0420076,4479.36
0.0425089,4515.99
0.0430102,4771.88
0.0435115,4778.99
0.0440127,4782.95
0.0445011,4777.68
0.0450021,4797.6
0.0455023,4823.74
0.0460025,5036.78
0.0465026,5100.82
0.0470024,5101.39
0.047502,5096.13
0.0480016,5117.05
0.0485006,5142.96
0.0490118,5297.32
0.0495103,5425.69
0.0500088,5424.72
0.050507,5422.95
0.0510052,5436.8
0.0515028,5463.87
0.0520002,5548.95
0.0525103,5743.33
0.0530076,5741.39
0.0535039,5743.79
0.0540124,5748.81
0.0545082,5775.31
0.055004,5825.12
0.0555124,6038.9
0.0560078,6056.43
0.0565023,6061.12
0.0570094,6061.74
0.0575035,6091.71
0.0580093,6126.22
0.0585023,6302.51
0.0590081,6372.61
0.0595115,6378.98
0.0600019,6379.75
0.060505,6402.24
0.0610072,6427.62
0.0615085,6545.48
0.0620098,6675.61
0.0625091,6683.7
0.0630078,6684.97
0.0635064,6693.29
0.0640042,6717.04
0.0645006,6781.11
0.065008,6957.28
0.0655018,6973.59
0.0660061,6973.87
0.0665094,6971.12
0.0670113,6994.71
0.0675093,7028.04
0.0680043,7189.42
0.0685055,7237.41
0.0690066,7243.41
0.0695026,7236.95
0.0700104,7251.14
0.0705064,7272.72
0.0710007,7383.16
0.0715025,7488.31
0.0720007,7498.48
0.0725079,7487.77
0.0730025,7488.05
0.0735078,7509.36
0.0740005,7565.59
0.0745004,7706.24
0.0750068,7723.38
0.0755091,7710.56
0.0760088,7699.66
0.0765077,7713.2
0.0770046,7739.99
0.0775104,7854.07
0.0780093,7904.63
0.0785017,7900.9
0.0790002,7877.86
0.079507,7872.46
0.0800098,7879.9
0.0805096,7913.21
0.0810068,7910.64
0.0815023,7913.99
0.0820055,7901.27
0.0825076,7873.89
0.0830056,7846.34
0.0835005,7831.16
0.0840083,7819.25
0.0845012,7811.57
0.0850078,7794.48
0.0855032,7761.06
0.0859998,7710.63
0.0865042,7646.24
0.0870045,7558.38
0.0875039,7471.3
0.0880063,7382.26
0.0885014,7259.27
0.0890042,7200.59
0.0895042,7174.23
0.0900024,7119.76
0.0905008,7089.97
0.0910029,7042.51
0.0915041,7013.87
0.0920054,6962.02
0.092502,6963.9
0.0930033,6907.2
0.093501,6929.26
0.0940036,6884.45
0.0945,6853.42
0.0950001,6829.14
0.0955034,6811.12
0.0960027,6828.03
0.0965021,6827.69
0.0970049,6786.38
0.0975026,6785.73
0.0980015,6750.94
0.0985049,6745.65
0.0990038,6727.6
0.099503,6714.36
0.0999995,6728.03
