Displacement,Force
0.00050516,171.534
0.00100114,171.27
0.00150902,171.049
0.00200377,170.802
0.00251145,170.61
0.00300598,338.063
0.00350049,500.839
0.00400801,504.445
0.00450252,507.598
0.00501004,510.607
0.00550455,510.052
0.00601207,659.942
0.00650658,834.015
0.00700109,839.67
0.00750861,843.492
0.00800312,849.154
0.00851064,850.388
0.00900515,953.564
0.00951267,1177.96
0.0100072,1180.14
0.0105017,1180.35
0.0110092,1186.07
0.0115037,1187.89
0.0120112,1270.98
0.0125057,1530.67
0.0130003,1518.69
0.0135078,1517.06
0.0140023,1522.31
0.0145098,1526.42
0.0150043,1577.71
0.0155118,1880.09
0.0160063,1855.91
0.0165008,1858.06
0.0170084,1860.37
0.0175029,1864.72
0.0180104,1901.28
0.0185049,2228.96
0.0190124,2191.46
0.0195069,2196.56
0.0200014,2193.03
0.020509,2198.92
0.0210035,2220.64
0.021511,2559.63
0.0220055,2521.31
0.022513,2529.38
0.0230075,2520.99
0.023502,2530.78
0.0240096,2548.1
0.0245041,2869.4
0.0250116,2854.59
0.0255061,2860.97
0.0260006,2849.74
0.0265081,2865.62
0.0270026,2877.16
0.0275102,3167.73
0.0280047,3190.8
0.0285122,3191.01
0.0290067,3180.39
0.0295012,3197.83
0.0300088,3207.15
0.0305033,3441.89
0.0310109,3522.74
0.0315054,3518.53
0.032,3509.36
0.0325075,3527.05
0.0330021,3538.41
0.0335096,3719.6
0.0340042,3856.28
0.0345117,3849.79
0.0350063,3841.38
0.0355008,3857.07
0.0360084,3871.01
0.0365029,3987.68
0.0370105,4184.54
0.0375045,4174.47
0.038011,4171.64
0.0385044,4178.02
0.0390108,4195.99
0.0395042,4263.69
0.0400106,4501.98
0.0405032,4497.4
0.0410083,4502.23
0.0415004,4498.01
0.0420054,4522.24
0.0425102,4561.76
0.043002,4804.4
0.0435066,4828.83
0.0440109,4826.64
0.0445023,4822.35
0.0450065,4845.96
0.0455088,4872.89
0.0460111,5085.7
0.0465004,5152.31
0.0470007,5144.54
0.0475003,5143.45
0.048,5169.07
0.04851,5194.18
0.0490069,5347.37
0.0495038,5470.23
0.0500008,5470.36
0.0505079,5471.7
0.0510023,5490.09
0.0515094,5517.13
0.0520008,5606.93
0.0525049,5781.74
0.053007,5795.19
0.0535081,5795.66
0.0540093,5805.03
0.0545092,5833.55
0.0550083,5887.56
0.0555073,6081.81
0.0560049,6117.32
0.0565013,6112.84
0.05701,6120.57
0.0575065,6151.35
0.0580001,6184.93
0.0585061,6359.24
0.0590117,6430.37
0.0595022,6430.99
0.0600051,6437.7
0.0605079,6461.82
0.061009,6488.19
0.0615092,6611.03
0.0620101,6724.51
0.0625081,6741.42
0.0630058,6741.45
0.0635034,6753.57
0.0640114,6777.64
0.0645058,6849.32
0.0650115,7000.51
0.0655036,7032.92
0.0660065,7024.09
0.0665088,7031.96
0.0670097,7059.38
0.0675094,7102.76
0.0680088,7256.02
0.0685076,7306.05
0.0690057,7302.49
0.0695035,7304.46
0.0700005,7325.02
0.0705087,7356.09
0.0710044,7472.51
0.0715105,7558.21
0.0720041,7574.83
0.0725092,7563.09
0.073002,7574.49
0.0735054,7600.6
0.0740073,7672.68
0.0745071,7790.95
0.075006,7821.32
0.075503,7803.54
0.0760105,7805.25
0.0765052,7825.46
0.0770078,7871.18
0.0775082,7983.6
0.0780056,8026.77
0.078501,8028.6
0.0790063,8013.52
0.0795026,8017.14
0.0800086,8035.35
0.0805024,8081.69
0.0810057,8059.85
0.0815097,8054.32
0.0820027,8044.64
0.0825065,8032.64
0.0830058,8022.55
0.0835034,8003.21
0.0840083,7989.08
0.0845083,7963.01
0.0850051,7932.9
0.0855043,7892.11
0.0860079,7816.73
0.0865012,7702.34
0.0870042,7566.24
0.0875048,7377.6
0.0880032,7224.33
0.088502,7073.4
0.0889998,7043.53
0.0895064,7034.8
0.0900036,6977.93
0.0905022,6863.86
0.091004,6822.52
0.0915009,6788.38
0.0920033,6837.36
0.092502,6805.85
0.0930015,6751.75
0.093502,6722.78
0.0940015,6729.72
0.0945027,6733.69
0.0950018,6713.59
0.0955031,6661.34
0.0960032,6636.83
0.0965014,6652.1
0.0970039,6657.18
0.0975027,6623.44
0.0980006,6601.35
0.0985017,6571.09
0.099001,6560.27
0.0995013,6566.71
0.0999995,6548.67
