Displacement,Force
0.000504886,168.593
0.00100063,168.332
0.00150834,168.101
0.00200293,167.853
0.0025105,167.659
0.00300495,327.039
0.00351239,489.362
0.00400682,493.781
0.00450125,497.789
0.00500869,500.637
0.00550312,500.473
0.00601055,641.924
0.00650497,818.627
0.0070124,821.839
0.00750682,828.087
0.00800124,833.178
0.00850867,834.457
0.00900309,929.687
0.00951052,1157.62
0.0100049,1158.27
0.0105124,1160.45
0.0110068,1164.44
0.0115012,1165.44
0.0120086,1240.72
0.0125031,1506.44
0.0130105,1491.96
0.0135049,1492.59
0.0140124,1495.47
0.0145068,1498.82
0.0150012,1543.38
0.0155087,1851.93
0.0160031,1825.42
0.0165106,1826.51
0.017005,1827.11
0.0175124,1831.74
0.0180069,1862.85
0.0185013,2196.57
0.0190088,2155.4
0.0195032,2158.84
0.0200107,2154.59
0.0205051,2162.11
0.0210125,2184.14
0.021507,2521.13
0.0220014,2479.91
0.0225089,2485.39
0.0230033,2477.5
0.0235108,2490.84
0.0240052,2504.54
0.0245126,2827.18
0.0250071,2805.19
0.0255015,2808.42
0.026009,2800.55
0.0265034,2819.63
0.0270108,2828.49
0.0275053,3107.59
0.0280127,3133.74
0.0285072,3131.81
0.0290016,3125.83
0.029509,3146.01
0.0300034,3150.73
0.0305109,3380.39
0.0310053,3461.56
0.0314997,3454.65
0.0320071,3450.29
0.0325015,3466.6
0.0330089,3474.68
0.0335033,3639.95
0.0340107,3792.97
0.0345051,3782.68
0.0349995,3780.52
0.0355069,3789.3
0.0360002,3802.59
0.0365064,3911.72
0.0369994,4122.48
0.0375053,4104.3
0.0380109,4105.38
0.0385034,4101.44
0.0390085,4123.86
0.0395004,4181.54
0.0400051,4431.79
0.0405098,4420.36
0.0410012,4423.25
0.0415054,4413.59
0.0420095,4445.97
0.0425003,4473.27
0.0430041,4721.27
0.0435079,4745.9
0.0440112,4738.23
0.0445017,4736.57
0.045005,4765.63
0.045508,4782.35
0.0460108,4991.67
0.0465007,5070.14
0.0470033,5052.51
0.0475053,5058.3
0.0480072,5079.72
0.0485091,5099.89
0.0490105,5247.63
0.0494991,5386.34
0.0499998,5374.12
0.0505001,5380.53
0.0509997,5387.16
0.0515108,5422.6
0.0520084,5503.15
0.0525057,5690.22
0.0530017,5695.03
0.0535096,5693.83
0.0540047,5697.04
0.0545115,5737.64
0.0550049,5774.66
0.0555107,5978.79
0.0560028,6014.93
0.0565069,6001.22
0.0570108,6011.9
0.0575008,6045.6
0.0580024,6070.41
0.0585036,6242.1
0.0590037,6325.52
0.0595027,6311.82
0.0600018,6325.36
0.0605,6342.7
0.0610097,6374.31
0.0615068,6481.53
0.0620027,6610.99
0.0625087,6615.12
0.0630029,6615.61
0.0635091,6621.4
0.0640004,6655.72
0.0645106,6707.41
0.0650047,6871.57
0.0655093,6904.78
0.0660003,6887.12
0.0665023,6894.75
0.0670044,6923.64
0.0675057,6951.08
0.0680055,7104.9
0.0685042,7166.01
0.0690022,7148.72
0.0695001,7153.28
0.0700103,7164.42
0.0705064,7190.43
0.0710104,7291.4
0.0715009,7390.69
0.0720007,7395.73
0.0725071,7381.08
0.0730069,7383.08
0.0735085,7411.16
0.0740027,7453.48
0.0745055,7580.78
0.0750054,7608.94
0.0755027,7580.77
0.0760077,7575.61
0.0765072,7590.84
0.0770036,7611.64
0.0775095,7711.03
0.0780049,7766.6
0.0785033,7756.48
0.0790019,7735.72
0.0795,7728.42
0.0800057,7736.78
0.0805083,7763.26
0.0810049,7767.3
0.0815073,7771.23
0.0820065,7755.64
0.0825032,7732.55
0.0830075,7701.61
0.0834992,7681.5
0.0840087,7676.34
0.0845067,7666.4
0.0850013,7640.89
0.0855037,7599.78
0.0860061,7558.16
0.0865037,7494.1
0.0869992,7413.38
0.0874989,7326.83
0.087999,7273.5
0.0884995,7249.28
0.0890002,7179.41
0.0895054,7137.73
0.0900032,7092.05
0.0905053,7047.94
0.0910048,7037.0
0.0915046,7011.73
0.0920004,6972.14
0.0925049,6954.56
0.0930006,6970.18
0.0935033,6944.9
0.0940006,6925.07
0.0945001,6901.73
0.0950008,6896.3
0.0955032,6879.64
0.0959993,6878.64
0.0964989,6843.94
0.097002,6839.05
0.0975021,6812.21
0.0980005,6821.41
0.0985033,6800.16
0.0990046,6787.78
0.0995012,6770.86
0.0999987,6760.29
