Displacement,Force
0.000505036,181.393
0.00100089,181.126
0.00150865,180.897
0.00200329,180.656
0.00251092,180.466
0.00300543,356.671
0.00351295,526.969
0.00400745,533.467
0.00450194,537.002
0.00500946,540.014
0.00550396,539.546
0.00601146,698.588
0.00650595,879.802
0.00700044,888.085
0.00750795,893.2
0.00800244,899.391
0.00850994,900.262
0.00900443,1009.88
0.00951194,1243.03
0.0100064,1248.82
0.0105009,1250.54
0.0110084,1256.49
0.0115029,1257.18
0.0120104,1346.21
0.0125049,1616.32
0.0130124,1607.55
0.0135069,1607.2
0.0140014,1612.22
0.0145089,1613.78
0.0150034,1668.92
0.0155109,1987.06
0.0160055,1965.62
0.0165,1966.47
0.0170075,1968.07
0.017502,1970.38
0.0180095,2011.09
0.018504,2359.55
0.0190115,2320.46
0.0195061,2322.15
0.0200006,2317.82
0.0205081,2323.23
0.0210026,2348.95
0.0215101,2712.86
0.0220046,2667.64
0.0225121,2672.2
0.0230066,2664.29
0.0235012,2675.57
0.0240087,2696.83
0.0245032,3045.06
0.0250107,3017.51
0.0255052,3022.22
0.0260127,3013.13
0.0265072,3031.31
0.0270018,3045.56
0.0275093,3362.52
0.0280038,3370.16
0.0285113,3372.5
0.0290058,3363.25
0.0295133,3383.6
0.0300078,3394.68
0.0305023,3652.64
0.0310097,3721.97
0.0315042,3723.05
0.0320117,3711.82
0.0325062,3731.59
0.0330137,3743.78
0.0335081,3944.95
0.0340026,4081.55
0.0345101,4076.01
0.0350046,4061.99
0.0355119,4079.72
0.0360051,4094.39
0.0365109,4234.88
0.0370037,4439.13
0.0375093,4420.15
0.0380017,4410.69
0.0385067,4419.19
0.0390117,4439.75
0.0395032,4519.69
0.0400075,4781.32
0.0405118,4756.85
0.041003,4759.53
0.0415068,4756.3
0.0420106,4785.0
0.0425013,4829.17
0.0430048,5104.12
0.0435081,5103.98
0.0440111,5105.19
0.0445012,5097.03
0.0450041,5126.42
0.0455069,5157.7
0.0460093,5400.7
0.0465115,5453.3
0.0470133,5443.29
0.0475021,5436.52
0.0480036,5467.78
0.0485051,5495.65
0.049006,5676.55
0.0495069,5802.0
0.0500076,5785.34
0.0505082,5783.42
0.0510087,5807.81
0.051509,5840.13
0.0520091,5952.86
0.0525092,6140.18
0.053009,6125.77
0.0535086,6127.86
0.0540081,6138.21
0.0545068,6174.96
0.0550052,6237.8
0.0555026,6457.69
0.0560119,6468.63
0.056508,6464.82
0.0570036,6469.22
0.0575111,6509.29
0.0580038,6548.56
0.0585071,6751.44
0.0590087,6808.94
0.0595089,6795.86
0.0600088,6801.51
0.0605086,6833.76
0.0610073,6867.63
0.0615048,7007.52
0.0620017,7125.92
0.0625115,7116.92
0.0630084,7122.73
0.0635048,7141.52
0.0640128,7175.03
0.0645079,7255.0
0.0650016,7424.91
0.0655029,7432.48
0.0660008,7422.4
0.0665093,7429.3
0.0670035,7456.97
0.067508,7500.86
0.0680106,7677.0
0.0685116,7711.42
0.0690115,7693.04
0.0695083,7696.91
0.0700024,7716.65
0.0705068,7747.24
0.0710094,7874.46
0.0715098,7957.87
0.0720084,7944.74
0.0725058,7934.73
0.0730012,7942.17
0.0735058,7966.77
0.0740086,8036.7
0.0745102,8166.23
0.0750071,8166.3
0.0755085,8135.64
0.0760064,8135.33
0.0765115,8149.84
0.0770034,8183.33
0.0775049,8298.03
0.078001,8334.31
0.0785063,8306.01
0.0790083,8286.98
0.0795088,8288.03
0.0800076,8301.02
0.0805051,8336.64
0.0810018,8338.94
0.0815057,8343.34
0.0820051,8319.35
0.0825109,8291.5
0.0830026,8276.89
0.0835015,8261.36
0.0840048,8256.43
0.0845026,8258.14
0.0850057,8246.68
0.0855032,8219.35
0.0860101,8191.03
0.086508,8145.92
0.0870065,8074.29
0.0875053,8005.24
0.0880059,7946.85
0.0885023,7913.59
0.0890048,7838.73
0.0895053,7820.98
0.0900072,7745.39
0.0905015,7749.81
0.0910054,7700.74
0.091501,7675.84
0.092005,7635.51
0.0925035,7566.93
0.0930019,7566.73
0.0935023,7557.46
0.0940046,7560.28
0.0945046,7539.1
0.095007,7501.9
0.095504,7462.89
0.096007,7456.54
0.0965051,7468.89
0.0970033,7460.93
0.0975067,7429.11
0.0980013,7421.21
0.0985037,7420.91
0.0990036,7400.1
0.099501,7384.12
0.100001,7361.38
