Displacement,Force
0.00050123,132.32
0.00100964,132.053
0.00150419,131.801
0.00201169,131.554
0.00250617,131.369
0.00300065,239.643
0.00350813,387.738
0.00400261,386.669
0.00451009,389.427
0.00500456,391.289
0.00551205,391.157
0.00600652,488.641
0.00650099,650.852
0.00700848,643.227
0.00750295,648.706
0.00801044,652.761
0.00850491,653.235
0.00901239,734.424
0.00950687,919.48
0.0100013,905.885
0.0105088,910.218
0.0110033,912.072
0.0115108,914.559
0.0120053,965.954
0.0125127,1186.69
0.0130072,1165.01
0.0135017,1170.95
0.0140092,1171.87
0.0145036,1177.49
0.0150111,1213.17
0.0155056,1456.03
0.0160131,1425.37
0.0165076,1432.8
0.017002,1432.37
0.0175095,1436.91
0.018004,1456.54
0.0185115,1715.32
0.0190059,1684.67
0.0195004,1689.8
0.0200079,1686.86
0.0205024,1690.4
0.0210099,1707.95
0.0215043,1958.26
0.0220118,1942.79
0.0225063,1941.95
0.0230008,1938.62
0.0235082,1945.23
0.0240027,1961.98
0.0245102,2190.85
0.0250047,2206.25
0.0255122,2192.29
0.0260066,2194.06
0.0265011,2202.85
0.0270086,2218.96
0.0275031,2407.65
0.0280106,2466.99
0.028505,2440.4
0.0290125,2449.77
0.029507,2456.9
0.0300015,2472.42
0.0305089,2622.02
0.0310034,2719.76
0.0315108,2693.85
0.0320021,2704.39
0.0325053,2710.48
0.0330082,2727.84
0.0335105,2835.9
0.0340128,2968.06
0.0345021,2953.97
0.0350039,2955.57
0.0355052,2963.98
0.0360063,2978.07
0.0365073,3046.91
0.0370078,3206.73
0.0375082,3208.56
0.0380081,3200.42
0.0385076,3211.45
0.0390069,3223.02
0.0395056,3267.6
0.040004,3439.53
0.0405025,3464.45
0.0410134,3444.5
0.041511,3459.22
0.0420086,3470.45
0.042506,3505.18
0.0430031,3661.71
0.0435128,3712.96
0.0440093,3687.95
0.0445054,3703.46
0.0450014,3719.2
0.0455095,3750.15
0.0460045,3869.81
0.0465121,3950.57
0.0470061,3942.01
0.0475125,3948.86
0.048006,3971.88
0.0485106,3995.64
0.0490017,4074.65
0.0495049,4185.37
0.0500071,4200.54
0.0505076,4191.14
0.0510076,4214.74
0.0515068,4233.34
0.0520038,4288.04
0.052513,4417.18
0.0530093,4450.06
0.053503,4429.36
0.054009,4454.27
0.0545027,4474.86
0.0550061,4517.22
0.0555093,4637.62
0.0560124,4686.6
0.0565128,4674.57
0.0570131,4692.72
0.0575009,4716.77
0.0580109,4746.82
0.0585083,4836.66
0.0590052,4906.99
0.0595123,4921.08
0.0600065,4919.15
0.0605123,4942.5
0.061005,4961.36
0.0615078,5025.15
0.0620101,5118.15
0.0625115,5150.5
0.0630113,5130.03
0.0635109,5149.31
0.0640107,5165.98
0.0645068,5210.04
0.0650038,5305.38
0.0655119,5345.19
0.0660059,5332.0
0.0665109,5341.72
0.0670044,5358.33
0.0675068,5385.76
0.0680077,5464.98
0.0685093,5514.49
0.069008,5524.8
0.0695064,5510.72
0.070005,5524.18
0.0705016,5542.28
0.0710065,5601.55
0.0715064,5667.59
0.0720075,5691.75
0.0725096,5665.42
0.0730112,5670.83
0.0735109,5682.67
0.0740094,5717.29
0.074507,5783.28
0.0750034,5807.77
0.0755087,5798.7
0.0760015,5786.03
0.0765047,5790.08
0.0770092,5810.9
0.077502,5859.65
0.0780035,5888.61
0.0785032,5889.9
0.0790014,5868.52
0.0795069,5856.81
0.0800053,5857.62
0.0805095,5874.81
0.08101,5874.89
0.0815086,5869.51
0.0820034,5855.49
0.0825073,5834.79
0.0830021,5817.25
0.0835059,5802.07
0.0840054,5790.48
0.0845038,5780.94
0.0850024,5773.48
0.0855037,5757.43
0.0860048,5729.97
0.0865076,5677.55
0.0870088,5645.84
0.0875028,5551.33
0.0880028,5511.71
0.0885018,5492.1
0.0890066,5496.96
0.0895055,5445.63
0.0900077,5421.72
0.0905031,5416.45
0.0910029,5397.32
0.0915075,5390.53
0.0920034,5395.15
0.0925027,5380.94
0.0930057,5370.42
0.0935061,5364.38
0.0940032,5357.65
0.0945052,5357.31
0.095002,5348.2
0.095504,5324.67
0.0960024,5337.85
0.0965029,5315.98
0.0970075,5316.99
0.0975049,5300.2
0.0980061,5308.81
0.0985016,5290.86
0.0990019,5302.22
0.0995019,5287.84
0.100001,5278.34
