Displacement,Force
0.000504816,166.168
0.00100048,165.903
0.00150818,165.645
0.00200277,165.403
0.00251037,165.234
0.00300486,321.75
0.00351235,483.337
0.00400682,486.82
0.00450129,490.617
0.00500878,493.787
0.00550325,493.371
0.00601073,633.381
0.00650521,807.708
0.00701269,810.194
0.00750716,816.65
0.00800164,821.707
0.00850912,822.914
0.00900359,918.002
0.00951108,1141.44
0.0100056,1141.38
0.0105,1144.2
0.0110075,1148.3
0.011502,1150.27
0.0120095,1226.41
0.0125039,1485.03
0.0130114,1469.81
0.0135059,1471.03
0.0140004,1474.24
0.0145079,1477.93
0.0150023,1524.27
0.0155098,1824.45
0.0160043,1796.4
0.0165118,1799.41
0.0170062,1801.07
0.0175007,1805.15
0.0180082,1837.77
0.0185027,2163.24
0.0190102,2121.49
0.0195046,2127.74
0.0200121,2125.41
0.0205066,2128.86
0.0210011,2147.8
0.0215085,2482.98
0.022003,2441.44
0.0225105,2450.45
0.023005,2444.91
0.0235125,2450.46
0.0240069,2464.85
0.0245014,2780.94
0.0250089,2764.65
0.0255034,2770.42
0.0260109,2764.79
0.0265053,2772.87
0.0270128,2784.52
0.0275073,3067.54
0.0280018,3091.72
0.0285092,3087.83
0.0290037,3084.4
0.0295112,3093.2
0.0300057,3103.3
0.0305132,3337.92
0.0310076,3413.26
0.0315021,3400.7
0.0320096,3403.04
0.0325041,3411.38
0.0330115,3424.97
0.033506,3594.38
0.0340135,3737.12
0.034508,3719.72
0.0350024,3727.66
0.0355099,3732.2
0.0360044,3748.45
0.0365119,3861.73
0.0370064,4058.65
0.0375131,4035.98
0.0380048,4048.44
0.0385089,4044.31
0.0390128,4063.66
0.0395033,4123.96
0.0400067,4366.54
0.04051,4351.59
0.0410129,4361.5
0.0415028,4353.08
0.0420056,4375.39
0.042508,4412.31
0.0430103,4658.7
0.0435125,4675.07
0.0440145,4665.73
0.0445032,4667.51
0.0450048,4685.23
0.0455062,4716.31
0.0460075,4924.43
0.0465086,4993.02
0.0470094,4969.22
0.0475095,4983.38
0.0480096,4997.62
0.0485093,5031.52
0.0490091,5176.96
0.0495088,5305.18
0.0500075,5287.25
0.0505059,5303.57
0.0510042,5308.27
0.0515138,5344.95
0.0520099,5427.63
0.0525059,5609.42
0.0530133,5607.75
0.053507,5609.61
0.0540133,5613.81
0.0545061,5643.93
0.0550104,5695.61
0.0555021,5895.15
0.0560057,5923.63
0.0565076,5906.25
0.0570095,5922.01
0.0575105,5946.8
0.0580099,5990.0
0.0585093,6159.1
0.0590081,6231.86
0.0595054,6213.54
0.0600027,6234.07
0.0605121,6246.77
0.0610077,6285.41
0.061503,6391.48
0.0620098,6521.44
0.0625023,6520.71
0.0630065,6524.71
0.0635109,6532.28
0.0640022,6563.54
0.0645052,6628.73
0.0650078,6793.88
0.06551,6815.43
0.0660108,6795.45
0.0665086,6808.13
0.0670018,6827.86
0.0675032,6873.27
0.068002,7021.42
0.0685132,7072.19
0.0690136,7048.87
0.0695018,7057.34
0.0700113,7064.02
0.0705057,7096.75
0.0710104,7197.96
0.0715133,7290.37
0.072003,7284.6
0.0725034,7268.83
0.0730021,7271.83
0.0735051,7296.06
0.0740102,7353.55
0.0745112,7472.67
0.0750091,7487.68
0.0755052,7458.07
0.076007,7456.09
0.0765027,7463.06
0.0770043,7493.63
0.077505,7587.99
0.0780042,7634.53
0.0785104,7614.67
0.079002,7595.44
0.0795116,7584.92
0.0800085,7592.38
0.0805032,7617.61
0.0810024,7604.33
0.0815106,7610.58
0.0820085,7593.1
0.0825049,7564.08
0.083004,7540.71
0.0835096,7525.97
0.0840093,7520.29
0.0845043,7507.52
0.0850082,7490.83
0.0855018,7462.65
0.0860028,7414.5
0.0865102,7334.62
0.0870061,7246.2
0.0875065,7101.27
0.0880023,7001.68
0.0885061,6903.83
0.0890081,6826.16
0.0895043,6792.96
0.0900021,6764.35
0.0905086,6748.14
0.0910035,6696.32
0.0915019,6656.0
0.0920029,6611.28
0.0925062,6600.85
0.0930025,6620.09
0.0935059,6616.82
0.0940054,6614.2
0.0945052,6542.76
0.0950035,6520.99
0.0955021,6540.41
0.0960028,6544.44
0.0965031,6519.6
0.097004,6490.47
0.0975078,6495.15
0.0980034,6486.53
0.0985029,6455.24
0.0990076,6445.11
0.0995067,6435.29
0.100002,6431.97
