Displacement,Force
0.000507663,60.1406
0.00100279,60.0488
0.00151023,59.8323
0.00200462,59.5435
0.00251201,59.3432
0.0030064,107.605
0.00350078,172.846
0.00400817,177.212
0.00450256,173.628
0.00500995,176.197
0.00550434,177.031
0.00601173,212.946
0.00650612,288.825
0.0070005,299.425
0.00750789,291.398
0.00800228,294.854
0.00850967,296.467
0.00900406,317.021
0.00951145,403.12
0.0100058,421.503
0.0105002,410.468
0.0110076,410.95
0.011502,416.236
0.0120094,429.186
0.0125038,515.381
0.0130112,541.413
0.0135056,529.846
0.0139999,526.638
0.0145073,535.096
0.0150017,541.946
0.0155091,626.186
0.0160034,656.939
0.0165108,650.929
0.0170052,640.87
0.0175125,649.976
0.0180069,657.85
0.0185013,733.349
0.0190086,767.984
0.019503,769.885
0.0200104,754.106
0.0205048,764.152
0.0210121,774.329
0.0215065,842.074
0.0220009,873.281
0.0225082,885.736
0.0230026,871.363
0.02351,877.537
0.0240043,890.841
0.0245117,948.002
0.0250061,976.253
0.0255005,996.751
0.0260078,992.239
0.0265022,992.011
0.0270096,1006.2
0.0275039,1049.95
0.0280113,1080.69
0.0285057,1105.94
0.0290001,1114.58
0.0295074,1107.01
0.0300018,1114.66
0.0305093,1149.47
0.0310029,1181.05
0.0315029,1210.12
0.0320009,1227.35
0.0325116,1219.75
0.0330086,1221.16
0.0335053,1247.69
0.0340015,1285.74
0.0345101,1314.17
0.0350059,1334.48
0.0355017,1331.72
0.0360095,1329.71
0.0365042,1349.48
0.0370116,1387.89
0.037506,1412.47
0.0380119,1435.73
0.038505,1441.48
0.0390092,1441.3
0.0395127,1455.43
0.0400037,1487.7
0.0405072,1510.32
0.0410107,1537.42
0.041513,1552.96
0.0420026,1556.21
0.042504,1561.9
0.0430037,1586.2
0.0435038,1606.91
0.0440026,1636.21
0.0445129,1659.47
0.0450094,1665.68
0.0455033,1666.45
0.0460095,1686.2
0.0465032,1708.48
0.0470048,1735.61
0.0475064,1762.25
0.0480087,1772.88
0.0485085,1775.14
0.0490053,1790.44
0.049502,1812.27
0.0500096,1832.0
0.050502,1858.52
0.0510063,1875.44
0.0515103,1884.51
0.0520105,1895.79
0.0525106,1913.72
0.0530108,1928.54
0.0535065,1955.55
0.054002,1978.4
0.0545006,1992.11
0.0550043,1999.45
0.0555064,2012.4
0.0560106,2026.2
0.0565099,2049.98
0.0570077,2073.92
0.0575074,2088.41
0.058003,2096.27
0.0585083,2107.46
0.0590028,2120.07
0.0595054,2135.96
0.0600055,2158.09
0.0605051,2175.86
0.0610023,2188.24
0.0615092,2198.5
0.0620041,2206.5
0.0625081,2214.9
0.0630108,2233.4
0.063501,2251.89
0.0640111,2263.89
0.0645085,2270.23
0.0650053,2273.92
0.0655008,2279.42
0.0660059,2292.59
0.06651,2308.4
0.0670017,2318.53
0.0675026,2325.8
0.068002,2329.95
0.0685105,2332.32
0.0690064,2336.65
0.0695011,2347.49
0.0700052,2359.08
0.0705082,2365.85
0.0710107,2368.86
0.0715019,2368.67
0.072003,2369.66
0.0725029,2376.48
0.0730018,2383.58
0.0735104,2387.03
0.0740079,2387.57
0.074505,2388.32
0.0750019,2387.53
0.0755091,2388.52
0.0760057,2392.02
0.0765019,2395.77
0.0770078,2398.98
0.0775023,2398.44
0.078007,2397.65
0.0785006,2395.24
0.0790034,2393.63
0.0795045,2393.94
0.0800041,2394.62
0.0805028,2393.51
0.0810013,2389.6
0.08151,2384.53
0.0820082,2381.95
0.0825061,2379.85
0.0830037,2377.58
0.0835011,2377.99
0.0840087,2375.62
0.084506,2371.9
0.085003,2364.52
0.085504,2350.65
0.0860054,2338.61
0.0865025,2318.15
0.0870012,2315.0
0.0875073,2295.25
0.0880045,2296.43
0.0885049,2276.41
0.0890014,2261.42
0.0895013,2265.72
0.0900046,2266.34
0.0905008,2263.22
0.0910055,2265.99
0.0915041,2253.62
0.0920052,2240.98
0.0925045,2217.14
0.0930045,2230.63
0.0935058,2223.76
0.0940061,2237.22
0.0945037,2228.68
0.0950055,2226.47
0.0955038,2210.42
0.0960004,2214.73
0.0965017,2224.03
0.097003,2222.82
0.0975018,2219.74
0.0980055,2209.63
0.0985049,2206.34
0.0990053,2212.5
0.0995039,2205.82
0.1,2209.17
