Displacement,Force
0.000504939,177.507
0.00100069,177.247
0.0015084,177.035
0.00200298,176.778
0.00251053,176.579
0.00300497,346.402
0.00351239,516.584
0.0040068,521.58
0.00450121,525.049
0.00500863,527.763
0.00550304,528.37
0.00601047,679.788
0.00650489,862.498
0.00701232,868.083
0.00750674,873.106
0.00800116,877.669
0.00850859,880.003
0.00900301,983.06
0.00951044,1218.13
0.0100049,1222.32
0.0105123,1223.25
0.0110067,1226.37
0.0115011,1228.24
0.0120086,1311.07
0.012503,1583.13
0.0130104,1573.6
0.0135048,1572.39
0.0140122,1573.27
0.0145067,1576.63
0.0150011,1627.27
0.0155085,1945.19
0.0160029,1925.41
0.0165103,1924.64
0.0170047,1922.87
0.0175121,1926.09
0.0180065,1962.28
0.0185009,2308.96
0.0190083,2273.81
0.0195027,2275.72
0.0200101,2268.03
0.0205045,2272.51
0.0210119,2298.23
0.0215063,2653.2
0.0220007,2614.4
0.0225082,2619.43
0.0230026,2608.85
0.02351,2619.29
0.0240044,2636.33
0.0245118,2982.06
0.0250062,2957.43
0.0255006,2961.9
0.026008,2952.2
0.0265024,2968.71
0.0270098,2979.52
0.0275042,3283.07
0.0280116,3299.88
0.028506,3302.12
0.0290004,3295.17
0.0295078,3312.7
0.0300022,3318.02
0.0305097,3570.99
0.0310041,3640.08
0.0315115,3641.84
0.0320059,3637.47
0.0325003,3651.64
0.0330077,3658.42
0.0335021,3843.8
0.0340095,3988.16
0.0345039,3988.62
0.0350113,3982.14
0.0355054,3990.86
0.0360124,4001.74
0.0365061,4129.13
0.0369999,4338.68
0.0375064,4327.27
0.0379996,4323.84
0.0385058,4322.41
0.0390118,4341.52
0.0395043,4416.47
0.0400097,4674.04
0.0405022,4657.52
0.0410073,4663.22
0.0415123,4655.06
0.0420043,4682.39
0.042509,4723.48
0.0430008,4984.49
0.0435055,4995.04
0.0440098,4999.14
0.0445011,4991.57
0.0450052,5015.74
0.0455088,5039.33
0.0460121,5271.84
0.0465026,5334.08
0.0470059,5331.88
0.047509,5324.82
0.0480119,5346.94
0.0485016,5368.88
0.0490042,5540.28
0.0495067,5676.31
0.0500092,5669.79
0.0505114,5664.83
0.0510007,5678.3
0.0515027,5708.19
0.0520044,5812.57
0.0525061,6005.8
0.0530077,6000.03
0.0535086,6001.69
0.0540093,6006.05
0.0545093,6037.19
0.0550081,6094.69
0.0555066,6312.23
0.0560045,6331.13
0.0565014,6334.14
0.0570109,6333.84
0.0575071,6363.41
0.0580022,6397.7
0.05851,6597.62
0.0590047,6663.95
0.0595104,6662.56
0.0600035,6659.63
0.0605087,6681.44
0.0609995,6710.71
0.0615027,6846.85
0.0620106,6975.62
0.0625082,6976.37
0.0630025,6977.04
0.063503,6986.29
0.0639994,7014.85
0.0645083,7093.86
0.0650049,7268.98
0.0655061,7284.77
0.0660048,7280.61
0.0665009,7275.91
0.0670082,7299.18
0.0675086,7341.93
0.0680056,7523.77
0.06851,7570.6
0.0690008,7565.25
0.0695025,7556.26
0.0700051,7567.77
0.0705064,7598.99
0.0710069,7732.64
0.0715065,7831.48
0.0720058,7833.31
0.0725049,7820.46
0.0730034,7820.96
0.0735001,7846.74
0.0740073,7921.49
0.074503,8063.76
0.0750081,8079.31
0.075501,8060.91
0.0760034,8047.03
0.0765051,8062.28
0.0770041,8100.48
0.0775008,8225.48
0.0780046,8274.75
0.0785027,8263.02
0.079,8241.23
0.0795049,8236.88
0.0800046,8253.71
0.0805018,8299.92
0.0810064,8281.7
0.0815068,8268.56
0.0820053,8266.71
0.0825062,8241.35
0.0830029,8210.13
0.0835055,8197.62
0.0840054,8190.3
0.0845076,8183.63
0.0850066,8144.67
0.0855053,8079.5
0.0860069,7978.0
0.0864997,7861.36
0.0869995,7757.06
0.0875005,7619.86
0.0879997,7494.46
0.0885027,7427.45
0.0890044,7379.92
0.0895004,7394.11
0.0900029,7337.11
0.0905036,7316.04
0.091005,7231.04
0.0914995,7231.31
0.0920013,7205.9
0.0925026,7211.75
0.0929994,7152.53
0.0935049,7138.3
0.094001,7106.55
0.0944996,7089.72
0.0950006,7053.06
0.0954994,7011.82
0.0960038,6997.59
0.0965018,7004.67
0.0970019,6982.19
0.0975054,6972.95
0.0980029,6935.68
0.0985045,6931.87
0.0990011,6914.41
0.0995015,6920.51
0.0999992,6902.4
