Displacement,Force
0.00050505,180.828
0.00100096,180.559
0.00150881,180.321
0.00200353,180.076
0.00251118,179.882
0.00300573,356.562
0.00350025,528.445
0.00400779,531.701
0.00450232,535.612
0.00500986,538.786
0.00550438,538.059
0.00601192,697.173
0.00650645,879.692
0.00700097,884.785
0.00750851,890.725
0.00800304,896.23
0.00851058,896.546
0.00900511,1006.52
0.00951264,1241.26
0.0100072,1243.02
0.0105017,1246.47
0.0110092,1251.38
0.0115038,1251.9
0.0120113,1341.65
0.0125058,1611.84
0.0130004,1599.48
0.0135079,1601.29
0.0140024,1605.27
0.0145099,1607.21
0.0150044,1663.09
0.015512,1979.77
0.0160065,1954.55
0.016501,1959.32
0.0170085,1960.11
0.017503,1962.41
0.0180105,2002.6
0.018505,2349.35
0.0190126,2308.38
0.0195071,2316.02
0.0200016,2311.83
0.0205091,2314.84
0.0210036,2339.15
0.0215111,2701.72
0.0220056,2658.37
0.0225001,2668.97
0.0230077,2661.12
0.0235022,2666.74
0.0240097,2685.63
0.0245042,3034.44
0.0250117,3010.91
0.0255062,3020.45
0.0260007,3010.79
0.0265083,3020.66
0.0270028,3033.11
0.0275103,3352.39
0.0280048,3365.71
0.0285123,3369.08
0.0290068,3360.18
0.0295013,3370.54
0.0300089,3380.2
0.0305035,3641.1
0.031011,3713.86
0.0315056,3712.23
0.0320001,3705.46
0.0325077,3716.8
0.0330022,3728.28
0.0335098,3930.18
0.0340043,4065.83
0.0345119,4059.65
0.035006,4055.66
0.0355124,4065.57
0.0360057,4079.72
0.0365114,4216.15
0.0370041,4418.33
0.0375096,4402.4
0.0380017,4406.46
0.0385066,4405.98
0.0390112,4424.67
0.0395026,4498.52
0.0400068,4760.07
0.0405108,4742.65
0.0410016,4754.1
0.0415052,4744.72
0.0420086,4769.36
0.0425118,4811.39
0.0430021,5083.95
0.0435053,5092.05
0.0440082,5093.73
0.0445109,5087.29
0.0450008,5108.82
0.0455032,5134.55
0.0460054,5379.1
0.0465076,5437.99
0.0470092,5425.68
0.0475105,5427.06
0.0480118,5447.54
0.0485001,5472.79
0.0490008,5652.0
0.0495015,5781.34
0.0500008,5767.54
0.0505001,5774.89
0.0510119,5787.16
0.0515093,5819.39
0.0520062,5927.3
0.0525029,6117.07
0.0530107,6112.15
0.053505,6117.8
0.0540119,6122.81
0.0545049,6154.29
0.0550096,6211.53
0.0555015,6435.68
0.0560047,6456.74
0.0565068,6450.23
0.0570089,6457.62
0.05751,6484.03
0.0580099,6520.94
0.0585099,6734.12
0.0590087,6796.65
0.0595061,6783.51
0.0600034,6794.82
0.0604998,6813.37
0.0610072,6850.86
0.0615021,6995.08
0.0620082,7120.89
0.0625001,7119.07
0.0630039,7125.71
0.0635067,7138.26
0.0640084,7171.17
0.0645095,7251.82
0.0650099,7432.75
0.0655084,7449.65
0.0660058,7439.91
0.0665028,7449.73
0.0670101,7471.55
0.067505,7517.85
0.0680113,7709.98
0.068504,7752.12
0.0690065,7734.9
0.0695083,7741.7
0.0700091,7754.36
0.0705091,7793.42
0.0710081,7931.85
0.0715055,8025.2
0.0720014,8022.09
0.0725085,8014.29
0.0730014,8024.89
0.0735034,8052.19
0.074001,8129.9
0.0745083,8274.32
0.0750028,8289.54
0.0755085,8263.36
0.0760033,8265.33
0.0765104,8280.81
0.0770027,8324.28
0.0775037,8458.75
0.0780037,8500.42
0.0785031,8483.7
0.0790031,8469.89
0.079505,8468.2
0.0800053,8485.33
0.0805028,8537.72
0.0810053,8509.31
0.081502,8499.78
0.0820036,8486.68
0.0825033,8466.07
0.0830008,8441.68
0.083508,8428.28
0.0840044,8419.89
0.0845104,8402.31
0.0850016,8373.15
0.0855089,8323.06
0.0860038,8233.23
0.0865075,8111.5
0.0870032,7985.04
0.0875047,7759.81
0.0880025,7620.25
0.0884998,7554.5
0.089002,7529.85
0.0895045,7539.82
0.0900005,7476.56
0.0905051,7367.87
0.091004,7310.75
0.0915053,7265.02
0.0920007,7287.61
0.092505,7286.87
0.0930042,7243.33
0.0935002,7165.0
0.094001,7125.8
0.0945029,7135.27
0.0950029,7132.84
0.0955016,7090.18
0.0960052,7044.26
0.096505,7084.35
0.0970015,7024.32
0.0975032,7000.82
0.0980054,6965.54
0.0985048,6971.14
0.0990018,6951.51
0.0995053,6928.75
0.1,6911.41
