Displacement,Force
0.000505022,172.952
0.00100094,172.694
0.00150878,172.463
0.00200349,172.203
0.00251115,172.012
0.00300567,339.148
0.00350017,504.675
0.00400768,507.228
0.00450218,511.231
0.00500969,514.003
0.00550419,514.164
0.0060117,663.997
0.00650619,841.0
0.00700068,845.338
0.00750818,850.14
0.00800267,854.794
0.00851017,856.466
0.00900467,959.239
0.00951217,1187.24
0.0100067,1189.39
0.0105012,1191.61
0.0110087,1194.91
0.0115031,1195.9
0.0120106,1278.85
0.0125051,1541.99
0.0130126,1531.48
0.0135071,1533.71
0.0140016,1535.15
0.0145091,1535.95
0.0150037,1587.12
0.0155112,1893.95
0.0160057,1873.53
0.0165002,1879.25
0.0170077,1876.12
0.0175022,1876.13
0.0180097,1913.15
0.0185043,2247.35
0.0190118,2213.02
0.0195063,2221.27
0.0200008,2211.68
0.0205083,2212.46
0.0210028,2235.87
0.0215103,2582.34
0.0220049,2545.38
0.0225124,2556.91
0.0230069,2543.22
0.0235014,2548.15
0.0240089,2567.77
0.0245034,2896.85
0.0250109,2879.56
0.0255054,2888.82
0.026013,2875.66
0.0265075,2886.78
0.027002,2900.1
0.0275095,3196.34
0.028004,3214.17
0.0285115,3218.22
0.029006,3208.59
0.0295135,3222.4
0.030008,3231.11
0.0305025,3467.62
0.03101,3545.84
0.0315045,3546.42
0.0320119,3542.77
0.0325064,3555.15
0.0330009,3562.92
0.0335084,3743.86
0.0340019,3885.26
0.0345078,3882.38
0.0350132,3881.97
0.0355056,3889.1
0.0360107,3897.6
0.0365026,4015.06
0.0370075,4224.22
0.0375117,4213.25
0.038003,4218.5
0.0385072,4213.34
0.0390111,4225.58
0.0395015,4295.03
0.0400048,4548.6
0.040508,4538.0
0.0410107,4548.95
0.0415135,4535.51
0.0420033,4554.57
0.0425057,4596.0
0.043008,4851.96
0.0435101,4867.44
0.0440119,4871.8
0.0445009,4860.96
0.0450027,4880.65
0.0455042,4908.0
0.0460053,5124.59
0.0465061,5196.28
0.0470064,5192.56
0.0475066,5189.58
0.0480068,5208.75
0.0485067,5231.44
0.0490062,5389.61
0.0495057,5527.13
0.050005,5522.71
0.0505039,5525.79
0.0510029,5532.32
0.0515016,5555.5
0.0520128,5656.0
0.0525111,5844.5
0.0530092,5847.09
0.0535071,5851.76
0.0540049,5846.96
0.0545025,5871.59
0.0550123,5932.2
0.0555091,6142.32
0.0560053,6172.79
0.0565009,6173.0
0.0570091,6167.8
0.057504,6193.94
0.05801,6233.67
0.0585035,6416.29
0.059009,6496.24
0.0595126,6494.09
0.0600035,6493.68
0.0605066,6510.03
0.061008,6538.85
0.0615096,6666.22
0.06201,6797.81
0.0625093,6805.23
0.0630082,6807.03
0.0635063,6807.09
0.0640029,6830.2
0.0645113,6908.12
0.0650064,7080.61
0.0655123,7108.26
0.0660049,7102.66
0.0665091,7092.63
0.0670123,7114.0
0.0675012,7159.08
0.0680014,7327.01
0.0685103,7387.81
0.0690056,7381.19
0.0695014,7373.82
0.0700089,7383.96
0.0705126,7415.88
0.0710113,7538.37
0.071507,7640.61
0.0720022,7650.24
0.0725062,7635.44
0.0730087,7628.99
0.0735095,7650.06
0.0740089,7722.35
0.0745035,7855.11
0.0750083,7886.5
0.0755015,7865.75
0.0760061,7847.08
0.07651,7857.57
0.0770011,7894.98
0.0775017,8010.58
0.0780116,8064.67
0.0785084,8059.36
0.0790026,8030.43
0.0795106,8019.93
0.0800012,8024.69
0.0805074,8057.33
0.0810048,8047.27
0.0815091,8045.45
0.0820084,8032.4
0.0825063,8011.83
0.0830106,7985.22
0.0835092,7962.08
0.0840065,7945.39
0.0845022,7932.96
0.0850009,7901.61
0.085508,7875.73
0.0860021,7824.93
0.0865048,7736.66
0.0870052,7652.31
0.0875044,7541.85
0.0880019,7428.05
0.0885037,7363.26
0.0890039,7320.86
0.0895073,7267.62
0.0900042,7235.81
0.0905036,7190.9
0.0910048,7143.0
0.0915008,7118.71
0.0920033,7093.71
0.0925055,7079.99
0.0930046,7059.06
0.0935052,7015.63
0.094007,6997.76
0.0945045,6941.54
0.0950011,6956.74
0.0955039,6933.87
0.096002,6936.17
0.0965065,6868.17
0.0970056,6838.62
0.0975057,6863.68
0.0980045,6844.95
0.0985037,6820.4
0.0990018,6795.05
0.0995046,6763.9
0.100001,6758.51
