Displacement,Force
0.000504829,172.506
0.00100054,172.239
0.00150829,171.996
0.00200293,171.746
0.00251051,171.556
0.00300497,335.719
0.00351241,502.081
0.00400683,506.807
0.00450126,510.165
0.0050087,512.71
0.00550313,512.916
0.00601058,659.402
0.00650501,839.424
0.00701246,843.491
0.0075069,848.521
0.00800133,852.526
0.00850878,854.853
0.00900322,954.352
0.00951067,1185.45
0.0100051,1186.65
0.0105126,1187.77
0.011007,1190.65
0.0115014,1193.63
0.0120089,1274.06
0.0125033,1541.16
0.0130108,1527.57
0.0135052,1527.48
0.0140127,1528.44
0.0145071,1533.57
0.0150015,1582.14
0.015509,1892.33
0.0160034,1867.57
0.0165109,1870.02
0.0170053,1869.22
0.0175127,1874.66
0.0180072,1907.86
0.0185016,2243.26
0.0190091,2205.2
0.0195035,2211.71
0.020011,2205.95
0.0205054,2211.67
0.0209998,2229.87
0.0215073,2574.83
0.0220017,2537.14
0.0225092,2546.33
0.0230036,2536.7
0.0235111,2546.45
0.0240055,2560.0
0.0244999,2885.33
0.0250074,2872.86
0.0255018,2877.68
0.0260093,2867.94
0.0265037,2882.1
0.0270111,2892.15
0.0275056,3183.82
0.028,3210.47
0.0285075,3205.47
0.0290019,3198.2
0.0295093,3213.42
0.0300037,3221.89
0.0305112,3465.7
0.0310056,3543.34
0.0315,3532.03
0.0320074,3530.56
0.0325018,3543.73
0.0330092,3556.78
0.0335036,3735.14
0.0340099,3880.7
0.0345027,3867.52
0.0350075,3869.48
0.0355119,3875.34
0.0360031,3891.67
0.0365072,4011.23
0.0370113,4213.93
0.0375019,4198.98
0.0380052,4204.14
0.0385082,4197.13
0.0390109,4218.98
0.0395004,4284.75
0.0400026,4535.08
0.0405048,4527.93
0.0410066,4532.53
0.0415082,4518.59
0.0420098,4546.04
0.0425111,4585.16
0.0430122,4840.79
0.0435004,4860.34
0.0440012,4848.74
0.0445017,4845.2
0.0450022,4866.77
0.0455024,4894.35
0.0460022,5113.05
0.046502,5186.52
0.0470015,5167.28
0.0475004,5176.66
0.048012,5191.06
0.0485106,5221.38
0.0490089,5381.58
0.0495072,5510.38
0.0500053,5500.61
0.0505032,5511.58
0.051001,5511.49
0.0515109,5548.79
0.0520077,5641.35
0.0525046,5823.21
0.0530005,5831.37
0.0535079,5831.85
0.0540025,5828.69
0.0545092,5863.93
0.0550018,5915.55
0.0555068,6123.13
0.0559992,6157.18
0.0565018,6143.73
0.0570042,6153.62
0.0575066,6180.11
0.0580069,6221.18
0.058507,6401.16
0.0590071,6473.46
0.0595048,6462.4
0.0600025,6478.49
0.0605002,6487.47
0.0610086,6527.56
0.0615041,6645.03
0.0619995,6766.92
0.0625058,6776.52
0.0630113,6779.94
0.0635042,6777.52
0.0640079,6812.32
0.0645106,6882.75
0.0649997,7043.94
0.0654995,7077.33
0.06601,7062.86
0.066508,7066.94
0.0670048,7091.48
0.0675108,7140.91
0.0680042,7300.39
0.0685072,7358.15
0.0690067,7345.7
0.0695045,7352.91
0.0700095,7360.77
0.0705074,7399.88
0.0710009,7514.52
0.0715041,7612.57
0.0720059,7622.69
0.072504,7612.96
0.0729999,7609.66
0.0735092,7641.46
0.0740022,7711.21
0.0745084,7839.76
0.0750007,7864.0
0.0755031,7839.5
0.0760034,7833.73
0.0765032,7845.47
0.0770021,7888.9
0.0774998,8001.16
0.0780041,8045.56
0.0785016,8033.76
0.0790042,8017.36
0.0795076,8006.86
0.0800084,8023.52
0.080501,8072.18
0.081004,8051.67
0.0815059,8027.03
0.0819999,8026.05
0.0825051,8011.98
0.0830019,7982.96
0.0835062,7961.83
0.0840077,7952.42
0.0845057,7935.4
0.0850049,7900.32
0.0855014,7852.29
0.0860008,7773.6
0.0865011,7645.83
0.0870005,7540.03
0.0875053,7399.76
0.0880024,7277.67
0.0885,7192.11
0.0890018,7112.54
0.0895019,7117.58
0.0899998,7075.86
0.0905021,6992.22
0.0910018,6944.89
0.0915029,6911.71
0.092,6903.32
0.0925053,6946.49
0.0930037,6898.6
0.0935019,6851.02
0.0940034,6827.64
0.0945022,6801.8
0.0950038,6807.26
0.0955028,6781.24
0.096005,6786.49
0.0965014,6737.02
0.0970046,6736.16
0.0975052,6696.81
0.0980024,6686.0
0.0985047,6671.76
0.0990006,6687.65
0.0995006,6686.99
0.0999992,6669.24
