Strain,Stress_MPa
0.0,0.0
0.00075,29.38820685045984
0.0015,44.780481083109265
0.0022500000000000003,56.985319833585514
0.003,67.42525173515722
0.00375,76.70461159268638
0.0045000000000000005,85.15021986475895
0.00525,93.0475282362143
0.006,100.78452210825834
0.00675,108.73084131796834
0.0075,116.92741361525142
0.00825,125.2429853879874
0.009000000000000001,133.65210629006737
0.00975,142.15360065524982
0.0105,150.74303379840353
0.01125,159.4266510956148
0.012,168.19154737605186
0.012750000000000001,177.01589829389903
0.0135,185.8691855422441
0.01425,194.7417053429461
0.015,203.62607598782827
0.01575,212.50450958726
0.0165,221.36896274938636
0.01725,230.20191683154397
0.018000000000000002,239.0151986238199
0.01875,247.80022775415668
0.0195,256.5625189256377
0.02025,265.2870679521016
0.021,273.97715912798435
0.021750000000000002,282.6136367368525
0.0225,291.1825915401668
0.02325,299.6733382263149
0.024,308.0883841147343
0.02475,316.41290568136725
0.025500000000000002,324.65553164511397
0.02625,332.80968661549133
0.027,340.83472298668914
0.02775,348.6698514041008
0.0285,356.2754595618632
0.02925,363.7031159174249
0.03,370.8825568527288
0.03075,377.7172293669396
0.0315,384.08333475928146
0.03225,390.164800208004
0.033,396.04196263765664
0.03375,402.0719436441456
0.0345,407.8647575609031
0.035250000000000004,414.1527444075314
0.036000000000000004,419.8308067190311
0.03675,425.8477785045486
0.0375,432.55004463808956
0.03825,438.39794116927845
0.039,444.4481311367235
0.03975,450.3968741122754
0.0405,456.26710926024526
0.04125,462.4943425230647
0.042,468.3367848143337
0.04275,473.99409680906996
0.043500000000000004,479.7726731292081
0.04425,485.6167768177709
0.045,491.3854250358172
0.04575,496.9843897840813
0.0465,501.9022264204363
0.04725,506.45797428340904
0.048,510.1375559569754
0.04875,516.1277838649914
0.0495,520.3744491803366
0.05025,521.7567843479543
0.051000000000000004,529.0782166756472
0.051750000000000004,532.2315390753605
0.0525,533.8456393654159
0.05325,537.0689625772169
0.054,537.1349528213138
0.05475,540.7644512169243
0.0555,540.1673409249106
0.05625,541.2825092879588
0.057,543.307006603328
0.05775,543.3355118940897
0.0585,543.7575398379213
0.059250000000000004,545.800173777673
0.06,552.7737911571537
0.06075,557.0089097669227
0.0615,563.5191545019892
0.06225,565.3361262320826
0.063,571.1652534010742
0.06375,578.0735610528415
0.0645,583.17184305248
0.06525,588.203122970399
0.066,596.1221822834909
0.06675,601.2312859919894
0.0675,604.3475820896455
0.06825,613.5809135551202
0.069,617.8526678905477
0.06975,623.1529916125296
0.07050000000000001,627.584918201935
0.07125000000000001,630.7530987144836
0.07200000000000001,635.1604170600204
0.07275,640.5332410586198
0.0735,640.2251580175438
0.07425,643.1750896289731
0.075,645.3050486756621
0.07575,647.2408607148311
0.0765,651.377365342332
0.07725,650.3925172506288
0.078,653.5219516575851
0.07875,655.229614657967
0.0795,654.1751412646927
0.08025,655.5475451857377
0.081,647.9225161077082
0.08175,648.1756795947468
0.0825,644.6372269298985
0.08325,638.543203484038
0.084,634.2141847403889
0.08475,636.0327900527151
0.0855,633.8499663004598
0.08625000000000001,635.4160937481105
0.08700000000000001,634.3314436279716
0.08775000000000001,634.0406559001273
0.0885,637.9309125756189
0.08925,636.9796076681585
0.09,639.473763110605
0.09075,640.0265762614199
0.0915,645.0675770616999
0.09225,651.2828617559866
0.093,651.8158048893436
0.09375,658.9913240364457
0.0945,666.6138005951158
0.09525,674.1385380951517
0.096,677.460017058488
0.09675,679.8112556265609
0.0975,679.8901480474258
0.09825,685.5761593607001
0.099,690.2212036756107
0.09975,696.7283835059807
0.1005,701.4785307125828
0.10125,704.2760657255392
0.10200000000000001,705.8551689363328
0.10275000000000001,711.3819332915061
0.10350000000000001,713.2229986228793
0.10425,715.908932355199
0.105,712.7526458175208
0.10575,719.2882246962557
0.1065,715.2013270707397
0.10725,713.3099998728618
0.108,712.9190816242325
0.10875,720.2024013697829
0.1095,725.9549556507949
0.11025,728.0203621505982
0.111,738.7552588682884
0.11175,745.5049232340771
0.1125,749.8890589028501
0.11325,748.7530525977568
0.114,752.0097801132723
0.11475,755.593724156032
0.1155,759.1327039177131
0.11625,759.4558957981401
0.117,754.1065354398056
0.11775000000000001,756.505560705367
0.11850000000000001,760.1318645719401
0.11925000000000001,763.7316285879297
0.12,761.9002935559232
0.12075,766.9669718827121
0.1215,766.2865235874162
0.12225,766.912330630105
0.123,760.4589113943573
0.12375,759.3769275026243
0.1245,760.9274176128603
0.12525,761.4378348467822
0.126,762.6330772883346
0.12675,765.3511701059443
0.1275,766.5802609651109
0.12825,770.4327229326425
0.129,769.4099907808514
0.12975,761.908738354239
0.1305,759.7300557859668
0.13125,751.9946580618557
0.132,746.1770446040193
0.13275,743.8084692954415
0.1335,738.7622576526837
0.13425,735.825353100396
0.135,732.871588855005
0.13575,733.0636981069633
0.1365,729.7364498218105
0.13725,719.60082023531
0.138,716.5505123966768
0.13875,713.7607074423703
0.1395,714.709025767908
0.14025,712.0763109881873
0.14100000000000001,708.3397288049762
0.14175000000000001,706.3143510892639
0.14250000000000002,692.4009650415896
0.14325000000000002,688.1935068205715
0.14400000000000002,688.3293283395578
0.14475,691.1163617573058
0.1455,692.3748950411684
0.14625,692.8729228344856
0.147,688.1074129169864
0.14775,676.6962598696052
0.1485,691.5980241110844
0.14925,733.4158258803981
0.15,753.0666
