Strain,Stress_MPa
0.0,0.0
0.0007499996185302734,30.456350780480633
0.0014999992370605469,46.43553108322592
0.0022499988555908204,59.10472549706803
0.0029999984741210938,69.93509845407908
0.003749998092651367,79.55477638117063
0.004499997711181641,88.29889921394292
0.005249997329711914,96.45752435785903
0.0059999969482421875,104.42411169950512
0.006749996566772461,112.57955342068547
0.007499996185302734,120.96838025297878
0.008249995803833008,129.4760312698557
0.008999995422363282,138.09559361021246
0.009749995040893555,146.8228249105381
0.010499994659423828,155.64326963509166
0.011249994277954102,164.56162603804046
0.011999993896484375,173.567697450895
0.012749993515014648,182.65235969339116
0.013499993133544922,191.79072510896845
0.014249992752075195,200.96009013473906
0.014999992370605468,210.15743829879864
0.015749991989135743,219.36666213025842
0.016499991607666017,228.57392508638972
0.01724999122619629,237.76493138147598
0.017999990844726563,246.92623127308747
0.018749990463256837,256.06955024672186
0.01949999008178711,265.16572038511816
0.020249989700317383,274.22155191725443
0.020999989318847657,283.22555478782897
0.02174998893737793,292.1569725642111
0.022499988555908203,300.9983134563407
0.023249988174438477,309.75701210511676
0.02399998779296875,318.44741291124825
0.024749987411499023,327.04138800378587
0.025499987030029297,335.54689244434934
0.02624998664855957,343.9776082432685
0.026999986267089843,352.2954002433953
0.027749985885620117,360.46536785419033
0.02849998550415039,368.4630988300161
0.029249985122680663,376.2680883427753
0.029999984741210937,383.80251812675255
0.03074998435974121,390.9637839685255
0.03149998397827149,397.6324794589735
0.03224998359680176,403.9493895084756
0.032999983215332034,410.1480387724527
0.0337499828338623,416.34596066727295
0.03449998245239258,422.73938748868443
0.03524998207092285,429.16323670581164
0.03599998168945313,435.5398247579669
0.0367499813079834,441.8718580745882
0.037499980926513674,448.03280525267866
0.03824998054504394,454.4948153692033
0.03899998016357422,460.98357090326704
0.03974997978210449,467.09051920438986
0.04049997940063477,472.9601642791919
0.04124997901916504,479.5841809599392
0.041999978637695314,485.6928597158288
0.04274997825622558,491.81137028299975
0.04349997787475586,497.86490460358715
0.04424997749328613,503.6414884727746
0.04499997711181641,509.597684647234
0.04574997673034668,515.5690363316851
0.046499976348876954,521.5744627979097
0.04724997596740722,527.3109268499093
0.0479999755859375,533.3543421184688
0.04874997520446778,538.990042236654
0.04949997482299805,543.9360744171861
0.050249974441528324,549.5733835559524
0.050999974060058594,555.3355994204913
0.05174997367858887,558.4198163619652
0.05249997329711914,564.2990544190844
0.05324997291564942,562.8819579750017
0.05399997253417969,566.4599236787708
0.054749972152709964,563.6685246416534
0.055499971771240234,562.4042594901128
0.05624997138977051,559.3362299426321
0.05699997100830078,557.730626516685
0.05774997062683106,552.7523452429687
0.05849997024536133,554.7782080130671
0.059249969863891604,554.4256290156187
0.059999969482421874,557.1166187800636
