Strain,Stress_MPa
0.0,0.0
0.0007499988079071045,26.354141000165047
0.001499997615814209,40.189700710441535
0.0022499964237213134,51.175838845596154
0.002999995231628418,60.58444590235525
0.0037499940395355224,68.9572808112035
0.004499992847442627,76.59929138093767
0.005249991655349732,83.79461460174333
0.005999990463256836,90.88084150881798
0.00674998927116394,98.14147174344333
0.007499988079071045,105.62777836019745
0.00824998688697815,113.26069406959809
0.008999985694885254,120.99083581483463
0.009749984502792358,128.79287815025822
0.010499983310699464,136.66889844026818
0.011249982118606568,144.63285567199645
0.011999980926513672,152.67789506979145
0.012749979734420776,160.7817324363251
0.01349997854232788,168.91850027140725
0.014249977350234986,177.0666104899772
0.01499997615814209,185.20567542919292
0.015749974966049195,193.32373692676433
0.0164999737739563,201.41108899529883
0.017249972581863404,209.4752677427562
0.017999971389770508,217.51699799020378
0.01874997019767761,225.53682804329134
0.019499969005584716,233.53268932960026
0.02024996781349182,241.5012364630251
0.020999966621398927,249.42362914409333
0.02174996542930603,257.2879435650446
0.022499964237213135,265.0812627502395
0.02324996304512024,272.80850536264114
0.023999961853027343,280.45526012306726
0.024749960660934447,288.02412110184645
0.02549995946884155,295.48662427203124
0.026249958276748656,302.8368366575138
0.02699995708465576,310.0717243200354
0.027749955892562867,317.1771561182358
0.02849995470046997,324.1400727026271
0.029249953508377075,330.8991769052166
0.02999995231628418,337.33351043550834
0.030749951124191283,343.35323824851247
0.03149994993209839,348.93306473588933
0.032249948740005495,354.2394391756479
0.0329999475479126,359.4183288920574
0.0337499463558197,364.698255873923
0.03449994516372681,370.0753363300928
0.03524994397163391,375.49769965076166
0.035999942779541015,380.9185700114198
0.03674994158744812,386.1324213633516
0.03749994039535522,391.4369052046354
0.03824993920326233,397.022577260032
0.03899993801116943,402.15428877640545
0.039749936819076535,407.2404106205282
0.04049993562698364,412.88540126359516
0.04124993443489074,417.61113410030777
0.041999933242797854,423.02308925650715
0.04274993205070496,428.0831752093084
0.04349993085861206,432.8306902430866
0.04424992966651917,438.4862927930649
0.04499992847442627,443.5463413490292
0.045749927282333375,448.57205703349774
0.04649992609024048,454.2396079183058
0.04724992489814758,458.1557445771789
0.04799992370605469,462.2315771873999
0.04874992251396179,466.48274529820276
0.049499921321868895,471.91527195833555
0.050249920129776,473.40454082962657
0.0509999189376831,477.1052850142981
0.05174991774559021,480.6272981797609
0.05249991655349731,483.4880333102969
0.053249915361404415,487.05494838839405
0.05399991416931152,487.9410410590483
0.05474991297721863,487.5616967271811
0.055499911785125734,488.59559581604356
0.05624991059303284,490.1810357030043
0.05699990940093994,488.48478819695407
0.057749908208847046,491.41150245235286
0.05849990701675415,488.0543300174258
0.059249905824661254,485.71679681851344
0.05999990463256836,486.86464159136494
0.06074990344047546,486.7694782326058
0.06149990224838257,491.57931340588397
0.06224990105628967,498.1148792171271
0.06299989986419678,500.3841337924397
0.06374989867210389,506.29886432498137
0.06449989748001099,513.9667388778674
0.0652498962879181,519.3964185773727
0.0659998950958252,523.817860336837
0.0667498939037323,526.96448920063
0.0674998927116394,529.4955475700806
0.06824989151954651,537.2094282492827
0.06899989032745361,536.2998847831701
0.06974988913536072,538.1366189377643
0.07049988794326782,540.4952965574624
0.07124988675117493,541.2115597838541
0.07199988555908203,547.0684598163257
0.07274988436698913,546.1787365027941
0.07349988317489624,548.883406656445
0.07424988198280334,549.5039803006356
0.07499988079071045,557.5654775512701
0.07574987959861755,557.2836486191183
0.07649987840652465,559.0823257875663
0.07724987721443176,558.8623509425356
0.07799987602233886,562.2626503003324
0.07874987483024597,564.7440961887827
0.07949987363815307,565.0733112950841
0.08024987244606017,563.9328040783424
