Strain,Stress_MPa
0.0,0.0
0.00075,32.64023833438684
0.0015,49.688958613905506
0.0022500000000000003,63.18583626417412
0.003,74.71819075883252
0.00375,84.96017533803123
0.0045000000000000005,94.26776138617797
0.00525,102.93518266941165
0.006,111.37780912340435
0.00675,120.0359666470182
0.0075,128.96303356611864
0.00825,138.00016594397226
0.009000000000000001,147.13941057215717
0.00975,156.38918844682112
0.0105,165.74552681934207
0.01125,175.2022348211375
0.012,184.73348187426188
0.012750000000000001,194.33042732894654
0.0135,203.97558413377152
0.01425,213.64686685202904
0.015,223.32624250185668
0.01575,233.00646544607216
0.0165,242.68618812458715
0.01725,252.35219327677265
0.018000000000000002,262.0029508378349
0.01875,271.6498358538059
0.0195,281.26681619948033
0.02025,290.8498796730689
0.021,300.3970942919875
0.021750000000000002,309.8874852476475
0.0225,319.29699777696015
0.02325,328.6417027791528
0.024,337.905533672533
0.02475,347.07284614172386
0.025500000000000002,356.1437845437482
0.02625,365.11414165239364
0.027,373.978895566306
0.02775,382.6816051021666
0.0285,391.20396873716635
0.02925,399.52852686430134
0.03,407.5785154521092
0.03075,415.2937565330769
0.0315,422.53154649227946
0.03225,429.35240872889113
0.033,436.08841286822013
0.03375,442.83530999030387
0.0345,449.4810252081603
0.035250000000000004,456.38846566325043
0.036000000000000004,463.4798698400843
0.03675,470.5282061899439
0.0375,477.3938333053339
0.03825,484.35975726553465
0.039,490.9835105379099
0.03975,497.29687581850743
0.0405,504.3201009411109
0.04125,510.6881454597631
0.042,517.4435736457305
0.04275,523.8409574224371
0.043500000000000004,530.5541232111308
0.04425,536.5532260887351
0.045,542.4557246774194
0.04575,547.8612867780492
0.0465,554.3195078855443
0.04725,560.4360951107236
0.048,566.4490370162418
0.04875,569.7617950111658
0.0495,576.6889380869874
0.05025,582.6277376260201
0.051000000000000004,586.9868990744543
0.051750000000000004,592.548676223319
0.0525,598.2146799829704
0.05325,600.7444269553257
0.054,605.1243408148629
0.05475,608.6792810701759
0.0555,611.1404241925618
0.05625,612.9256136668133
0.057,614.6977714581228
0.05775,614.7750666800765
0.0585,619.2056256364518
0.059250000000000004,622.316290858101
0.06,624.7240643940802
0.06075,628.6548853160251
0.0615,635.8114303073623
0.06225,638.6319569258045
0.063,644.088803130239
0.06375,648.3999616503838
0.0645,648.7579013236254
0.06525,656.3806884314181
0.066,661.4944132095208
0.06675,665.4211562948682
0.0675,671.7310204384852
0.06825,675.3767555921836
0.069,683.2670911878063
0.06975,687.4518126736475
0.07050000000000001,695.2591331583479
0.07125000000000001,699.5773926310062
0.07200000000000001,704.5835553633837
0.07275,705.4215934828625
0.0735,712.7655008345062
0.07425,716.0068141116733
0.075,718.2745060683928
0.07575,722.6908522972211
0.0765,726.8435432827716
0.07725,724.3095912878914
0.078,728.6809605033004
0.07875,729.0506303132731
0.0795,734.8852408247083
0.08025,730.4205890868424
0.081,733.7204800394189
0.08175,732.3735394235081
0.0825,736.7487093978194
0.08325,738.5281127131042
0.084,739.0247219440687
0.08475,735.0656416252727
0.0855,738.7614140129934
0.08625000000000001,738.4593656021324
0.08700000000000001,735.6263953519639
0.08775000000000001,737.6772968132062
0.0885,737.0318830051373
0.08925,739.2751856830422
0.09,736.3537170014386
0.09075,739.4455833961459
0.0915,738.1145010195421
0.09225,738.8404876468485
0.093,739.2011870443057
0.09375,738.1084341335818
0.0945,744.5400587594969
0.09525,746.3423963692439
0.096,756.5267992181288
0.09675,760.8427217156069
0.0975,762.0652850934505
0.09825,765.6039487627935
0.099,774.0407273905423
0.09975,779.9197869220167
0.1005,785.0373898295634
0.10125,788.7325104187776
0.10200000000000001,794.3162309663965
0.10275000000000001,798.6495249094569
0.10350000000000001,801.7332865066569
0.10425,800.9743329581396
0.105,802.1243414366751
0.10575,802.1068735894718
0.1065,801.6471930708852
0.10725,804.0022422320599
0.108,805.5645526632236
0.10875,804.0087429832415
0.1095,807.4376060561698
0.11025,803.6336912155634
0.111,805.670323688914
0.11175,807.8620901445336
0.1125,811.846563942442
0.11325,817.3959811832816
0.114,824.406543326237
0.11475,829.145178730865
0.1155,832.4564457478721
0.11625,832.2172653806848
0.117,840.9368262430634
0.11775000000000001,840.0769781741999
0.11850000000000001,842.529149357263
0.11925000000000001,846.9028464938804
0.12,846.6290026538691
0.12075,843.4430496872956
0.1215,845.3580534991362
0.12225,847.4423501733047
0.123,840.6159055872342
0.12375,838.4571241981436
0.1245,831.2543910760676
0.12525,835.5060416016258
0.126,830.9207486518648
0.12675,828.2880176944133
0.1275,832.2506189084868
0.12825,831.8576978201216
0.129,824.9258998620512
0.12975,828.2017268016527
0.1305,831.0966455898752
0.13125,836.5230986087481
0.132,836.724288051387
0.13275,835.2018394796463
0.1335,837.4649857087096
0.13425,837.0039944967139
0.135,838.9584124977495
0.13575,834.0721845388672
0.1365,827.52402641841
0.13725,825.0563411751311
0.138,826.4619423812791
0.13875,817.0664806775545
0.1395,818.1749330723436
0.14025,802.5648909616804
0.14100000000000001,789.6931918816941
0.14175000000000001,783.7788491556
0.14250000000000002,775.0003476230189
0.14325000000000002,769.070489926715
0.14400000000000002,754.7718687523742
0.14475,751.1065626406074
0.1455,750.4776010517886
0.14625,744.9119908424668
0.147,732.4506117934272
0.14775,724.8269829300291
0.1485,721.2101281465517
0.14925,759.5873853228749
0.15,818.90675
